r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,Principale1,Principale2,Principale3,Principale4,Principale5,Principale6,Principale7,Principale8
0,0,266232,83832,8136,424488,0,0,0,0,757,384,2,12,86,0,"-3,903494527","1,2543781757","-0,359062058","0,1693171302","-0,166018283","0,4260631113","0,5323810634","-0,1321289"
0,0,266232,83832,8144,424492,0,0,0,16,688,377,1,13,82,3,"-3,898748624","1,3567482116","0,0949291199","0,5442271513","0,0408712068","0,0911988994","0,2609447728","-0,090204981"
0,0,266232,83832,8144,424496,0,0,0,0,483,360,1,8,91,0,"-4,191009733","1,288712407","-0,297127831","0,2262527327","-0,282505239","0,0675036108","0,4134119675","-0,144468559"
1,0,266232,83832,8144,424496,0,0,0,0,745,379,1,14,85,0,"-3,813908017","1,3507516652","-0,399661374","0,3739218254","-0,330795643","0,0682149568","0,4311182822","-0,414456441"
0,0,266232,83832,8144,424500,0,0,0,0,411,344,1,9,90,0,"-4,210019146","1,2912385648","-0,30473751","0,2319885599","-0,284794273","0,0576933481","0,4037357766","-0,138139483"
0,0,266232,83832,8144,424504,0,0,0,0,406,365,2,5,93,0,"-4,198944146","1,2923790493","-0,237403947","0,0951493335","-0,264108351","0,4403989119","0,5696224208","-0,166414386"
3,0,266232,83832,8152,424508,0,0,0,16,321,397,1,4,91,4,"-3,789467821","1,7086903264","0,3971282983","0,8045248034","-0,37128681","0,1778792304","0,4273221287","-1,029599648"
1,0,266232,83832,8152,424508,0,0,0,0,325,377,2,3,95,0,"-4,117025838","1,3939943441","-0,205869459","0,1608413824","-0,41294952","0,4648728979","0,6345172079","-0,478490356"
0,0,266232,83832,8152,424512,0,0,0,0,798,403,1,15,84,0,"-3,843347494","1,2478278432","-0,40981118","0,2960886233","-0,178672529","0,0674819551","0,3927191734","-0,117935652"
0,0,266232,83832,8152,424516,0,0,0,0,403,370,1,8,91,0,"-4,178421681","1,2911776543","-0,287893434","0,2222842959","-0,28428057","0,0751678512","0,423968016","-0,149746545"
1,0,266232,83832,8152,424524,0,0,0,0,485,358,1,10,89,0,"-4,014520137","1,3756265131","-0,32418409","0,3283135218","-0,396815166","0,0716408869","0,4506066869","-0,432450892"
