r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,Principale1,Principale2,Principale3,Principale4,Principale5,Principale6,Principale7,Principale8
2,0,250184,66964,17316,441724,0,0,0,0,2322,523,3,43,53,0,"-1,935813304","0,5018499711","-0,70711607","0,0213398525","0,5609982814","-0,306212856","-0,396177638","-0,467703998"
1,0,250184,66964,17316,441728,0,0,0,4,2028,521,1,45,53,0,"-2,191991067","0,4614143226","-0,475896559","0,0498176912","-0,063449054","-0,46776189","-0,231014938","-0,578974187"
0,0,250184,66964,17316,441728,0,0,0,0,2156,529,2,51,46,0,"-1,971571003","0,3181007044","-0,466752901","0,0734338386","-0,150912154","-0,48568317","-0,207976815","-0,436734065"
0,1,250184,66964,17324,441732,4,0,4,16,2236,524,2,35,60,4,"-2,393363942","1,779100719","-1,309002142","0,953253161","0,2009545267","0,1414310212","2,8201268495","-1,117394947"
0,0,250184,66964,17324,441736,0,0,0,0,1473,471,3,28,67,1,"-2,939133149","0,8430673631","-0,830528848","-0,023037228","0,3105638381","-0,268569681","-0,500915443","-0,497932417"
0,0,250184,66964,17324,441740,0,0,0,0,1493,449,2,27,71,0,"-3,136751838","0,7779672209","-0,774761785","-0,061108234","0,1882003716","-0,363960359","-0,415264343","-0,623824648"
2,0,250184,66964,17324,441740,0,0,0,52,2065,500,1,36,63,0,"-2,428691796","0,8915012183","-0,375679009","-0,236636579","0,2424149513","-0,390711603","-0,280145139","-0,650781622"
3,0,250184,66964,17324,441744,0,0,0,0,2006,532,4,44,51,0,"-1,750641002","0,5631222912","-0,826996446","0,0228885786","0,9773951194","-0,208265048","-0,50012417","-0,412697203"
3,0,250184,66964,17324,441752,0,0,0,0,1961,497,1,40,58,0,"-2,220040487","0,5670581658","-0,630503249","0,0647815123","0,4360753832","-0,355817697","-0,34628566","-0,665179093"
2,0,250184,66964,17332,441756,0,0,0,28,2298,562,7,45,48,0,"-1,476057163","0,714620643","-0,866430021","-0,186298572","1,3253842653","-0,102030074","-0,597878075","-0,147775687"
